,Date
2414,1997:11:23:12
2415,1997:11:23:18
2416,1997:11:24:0
2417,1997:11:25:12
2418,1997:11:26:0
2419,1997:11:26:6
2420,1997:11:26:12
2421,1997:11:26:18
2422,1997:11:27:0
2423,1997:11:27:0
2424,1997:11:27:12
2425,1997:11:27:18
2426,1997:11:28:0
2427,1997:11:28:6
2428,1997:11:28:12
2429,1997:11:28:18
2430,1997:11:29:0
2431,1997:11:29:6
2432,1997:11:29:12
2433,1997:12:3:12
2434,1997:12:3:18
2435,1997:12:4:0
2436,1997:12:4:6
2437,1997:12:4:12
2438,1997:12:4:18
2439,1997:12:5:0
2440,1997:12:5:6
2441,1997:12:5:12
2442,1997:12:5:18
2443,1997:12:6:0
2444,1997:12:6:12
2445,1997:12:6:18
2446,1997:12:7:0
2447,1997:12:7:12
2448,1997:12:14:0
2449,1997:12:14:6
2450,1997:12:14:12
2451,1997:12:15:18
2452,1997:12:16:0
2453,1997:12:16:6
2454,1997:12:16:12
2455,1997:12:16:18
2456,1997:12:17:0
2457,1997:12:17:6
2458,1997:12:19:12
2459,1997:12:19:18
2460,1997:12:20:0
2461,1997:12:20:6
2462,1997:12:24:6
2463,1997:12:24:12
2464,1997:12:28:0
2465,1997:12:28:6
2466,1997:12:28:12
2467,1997:12:28:18
2468,1997:12:29:0
2469,1997:12:29:6
2470,1997:12:29:12
2471,1997:12:29:18
2472,1997:12:30:0
2473,1998:1:1:6
2474,1998:1:1:12
2475,1998:1:1:18
2476,1998:1:2:0
2477,1998:1:7:0
2478,1998:1:7:6
2479,1998:1:7:12
2480,1998:1:11:6
2481,1998:1:11:12
2482,1998:1:11:18
2483,1998:1:12:0
2484,1998:1:12:6
2485,1998:1:12:12
2486,1998:1:12:18
2487,1998:1:14:0
2488,1998:1:14:6
2489,1998:1:14:12
2490,1998:1:14:18
2491,1998:1:15:0
2492,1998:1:15:6
2493,1998:1:16:18
2494,1998:1:17:0
2495,1998:1:17:6
2496,1998:1:17:12
2497,1998:1:18:0
2498,1998:1:18:6
2499,1998:1:18:12
2500,1998:1:18:18
2501,1998:1:21:18
2502,1998:1:25:18
2503,1998:1:26:0
2504,1998:1:26:6
2505,1998:1:26:12
2506,1998:1:26:18
2507,1998:1:28:6
2508,1998:1:28:12
2509,1998:1:28:18
2510,1998:1:29:0
2511,1998:1:29:6
2512,1998:1:29:12
2513,1998:1:31:6
2514,1998:1:31:12
2515,1998:1:31:18
2516,1998:2:1:0
2517,1998:2:1:6
2518,1998:2:1:12
2519,1998:2:1:18
2520,1998:2:2:0
2521,1998:2:2:0
2522,1998:2:2:6
2523,1998:2:2:12
2524,1998:2:2:18
2525,1998:2:3:12
2526,1998:2:3:18
2527,1998:2:4:0
2528,1998:2:4:6
2529,1998:2:7:0
2530,1998:2:7:6
2531,1998:2:8:0
2532,1998:2:8:18
2533,1998:2:10:6
2534,1998:2:10:12
2535,1998:2:10:18
2536,1998:2:12:0
2537,1998:2:12:6
2538,1998:2:12:12
2539,1998:2:12:18
2540,1998:2:14:6
2541,1998:2:14:12
2542,1998:2:14:18
2543,1998:2:15:0
2544,1998:2:17:0
2545,1998:2:19:6
2546,1998:2:19:12
2547,1998:2:19:18
2548,1998:2:20:18
2549,1998:2:21:0
2550,1998:2:21:6
2551,1998:2:21:12
2552,1998:2:21:18
2553,1998:2:22:0
2554,1998:2:22:6
2555,1998:2:22:12
2556,1998:2:23:12
2557,1998:2:23:18
2558,1998:2:24:0
2559,1998:2:24:6
2560,1998:2:24:12
2561,1998:2:25:12
2562,1998:2:25:18
2563,1998:2:26:12
2564,1998:2:27:0
2565,1998:2:27:12
2566,1998:2:28:12
2567,1998:3:1:0
2568,1998:3:1:6
2569,1998:3:6:0
2570,1998:3:9:12
2571,1998:3:9:18
2572,1998:3:10:18
2573,1998:3:12:0
2574,1998:3:12:6
2575,1998:3:12:12
2576,1998:3:12:18
2577,1998:3:13:0
2578,1998:3:21:12
2579,1998:3:21:18
2580,1998:3:22:0
2581,1998:3:22:6
2582,1998:3:22:12
2583,1998:3:22:18
2584,1998:3:23:0
2585,1998:3:23:6
2586,1998:3:23:12
2587,1998:3:23:18
2588,1998:3:24:0
2589,1998:3:24:6
2590,1998:3:24:12
2591,1998:3:24:18
2592,1998:3:25:0
2593,1998:3:26:0
2594,1998:3:26:6
2595,1998:3:27:0
2596,1998:3:28:6
2597,1998:3:28:12
2598,1998:3:28:18
2599,1998:9:2:0
2600,1998:9:2:6
2601,1998:9:2:12
2602,1998:9:3:18
2603,1998:9:6:12
2604,1998:9:6:18
2605,1998:9:7:0
2606,1998:9:7:6
2607,1998:9:7:12
2608,1998:9:9:6
2609,1998:9:9:12
2610,1998:9:17:18
2611,1998:9:18:0
2612,1998:9:20:0
2613,1998:9:20:6
2614,1998:9:20:12
2615,1998:9:24:12
2616,1998:9:24:18
2617,1998:9:25:0
2618,1998:9:25:6
2619,1998:9:25:12
2620,1998:10:4:0
2621,1998:10:4:12
2622,1998:10:4:18
2623,1998:10:5:0
2624,1998:10:5:6
2625,1998:10:5:12
2626,1998:10:11:18
2627,1998:10:12:0
2628,1998:10:12:6
2629,1998:10:12:12
2630,1998:10:12:18
2631,1998:10:13:0
2632,1998:10:13:6
2633,1998:10:16:0
2634,1998:10:17:6
2635,1998:10:17:12
2636,1998:10:24:0
2637,1998:10:24:12
2638,1998:10:24:18
2639,1998:10:24:18
2640,1998:10:25:0
2641,1998:10:25:12
2642,1998:10:26:0
2643,1998:10:26:6
2644,1998:10:27:6
2645,1998:10:27:12
2646,1998:10:27:18
2647,1998:10:28:0
2648,1998:10:31:6
2649,1998:10:31:12
2650,1998:11:7:0
2651,1998:11:7:6
2652,1998:11:7:12
2653,1998:11:7:18
2654,1998:11:8:0
2655,1998:11:8:6
2656,1998:11:8:12
2657,1998:11:8:18
2658,1998:11:9:0
2659,1998:11:10:12
2660,1998:11:10:18
2661,1998:11:11:0
2662,1998:11:12:12
2663,1998:11:12:18
2664,1998:11:13:0
2665,1998:11:13:6
2666,1998:11:13:12
2667,1998:11:14:18
2668,1998:11:15:0
2669,1998:11:15:6
2670,1998:11:15:12
2671,1998:11:15:18
2672,1998:11:21:6
2673,1998:11:21:12
2674,1998:11:23:6
2675,1998:11:23:12
2676,1998:11:23:18
2677,1998:11:24:0
2678,1998:11:24:18
2679,1998:11:25:0
2680,1998:11:25:6
2681,1998:11:25:12
2682,1998:11:25:18
2683,1998:11:26:0
2684,1998:11:28:0
2685,1998:11:28:6
2686,1998:11:28:12
2687,1998:11:29:6
2688,1998:11:29:12
2689,1998:11:29:18
2690,1998:11:30:0
2691,1998:11:30:6
2692,1998:11:30:12
2693,1998:11:30:18
2694,1998:12:1:0
2695,1998:12:1:12
2696,1998:12:1:18
2697,1998:12:2:0
2698,1998:12:2:6
2699,1998:12:2:12
2700,1998:12:2:18
2701,1998:12:3:0
2702,1998:12:3:6
2703,1998:12:5:12
2704,1998:12:5:18
2705,1998:12:6:0
2706,1998:12:6:6
2707,1998:12:7:12
2708,1998:12:7:18
2709,1998:12:8:0
2710,1998:12:9:18
2711,1998:12:10:0
2712,1998:12:10:6
2713,1998:12:10:12
2714,1998:12:11:0
2715,1998:12:11:6
2716,1998:12:11:12
2717,1998:12:11:18
2718,1998:12:12:0
2719,1998:12:12:6
2720,1998:12:12:12
2721,1998:12:12:18
2722,1998:12:13:0
2723,1998:12:13:6
2724,1998:12:13:12
2725,1998:12:13:18
2726,1998:12:15:6
2727,1998:12:15:12
2728,1998:12:15:18
2729,1998:12:16:0
2730,1998:12:16:6
2731,1998:12:17:6
2732,1998:12:17:12
2733,1998:12:24:12
2734,1998:12:24:18
2735,1998:12:25:0
2736,1998:12:25:6
2737,1998:12:25:12
2738,1998:12:25:18
2739,1998:12:26:0
2740,1998:12:27:6
2741,1998:12:27:12
2742,1998:12:27:18
2743,1998:12:28:0
2744,1998:12:28:6
2745,1998:12:28:12
2746,1998:12:28:18
2747,1998:12:29:0
2748,1998:12:29:6
2749,1998:12:29:12
2750,1998:12:29:18
2751,1998:12:30:0
2752,1998:12:30:6
2753,1998:12:31:6
2754,1999:1:8:18
2755,1999:1:9:0
2756,1999:1:9:18
2757,1999:1:10:0
2758,1999:1:10:6
2759,1999:1:10:12
2760,1999:1:10:18
2761,1999:1:11:0
2762,1999:1:11:6
2763,1999:1:14:12
2764,1999:1:14:18
2765,1999:1:15:0
2766,1999:1:15:6
2767,1999:1:16:0
2768,1999:1:16:6
2769,1999:1:16:12
2770,1999:1:16:18
2771,1999:1:17:0
2772,1999:1:17:6
2773,1999:1:17:12
2774,1999:1:17:18
2775,1999:1:18:0
2776,1999:1:18:6
2777,1999:1:18:12
2778,1999:1:18:18
2779,1999:1:19:0
2780,1999:1:19:6
2781,1999:1:19:12
2782,1999:1:19:18
2783,1999:1:20:0
2784,1999:1:20:6
2785,1999:1:20:12
2786,1999:1:20:18
2787,1999:1:21:0
2788,1999:1:21:12
2789,1999:1:21:18
2790,1999:1:22:0
2791,1999:1:22:6
2792,1999:1:22:12
2793,1999:1:22:18
2794,1999:1:23:0
2795,1999:1:23:6
2796,1999:1:28:12
2797,1999:1:28:18
2798,1999:1:29:0
2799,1999:1:29:6
2800,1999:1:29:12
2801,1999:1:29:18
2802,1999:1:30:0
2803,1999:2:1:18
2804,1999:2:2:0
2805,1999:2:2:6
2806,1999:2:2:12
2807,1999:2:2:18
2808,1999:2:3:0
2809,1999:2:3:18
2810,1999:2:4:18
2811,1999:2:5:0
2812,1999:2:6:12
2813,1999:2:6:18
2814,1999:2:7:0
2815,1999:2:7:6
2816,1999:2:8:6
2817,1999:2:8:12
2818,1999:2:8:18
2819,1999:2:9:0
2820,1999:2:9:6
2821,1999:2:9:12
2822,1999:2:9:18
2823,1999:2:10:0
2824,1999:2:11:12
2825,1999:2:11:18
2826,1999:2:12:0
2827,1999:2:12:6
2828,1999:2:12:12
2829,1999:2:12:18
2830,1999:2:13:0
2831,1999:2:13:6
2832,1999:2:16:0
2833,1999:2:16:6
2834,1999:2:16:12
2835,1999:2:16:12
2836,1999:2:16:18
2837,1999:2:17:0
2838,1999:2:18:6
2839,1999:2:18:12
2840,1999:2:18:18
2841,1999:2:19:0
2842,1999:2:20:18
2843,1999:2:21:0
2844,1999:2:22:12
2845,1999:2:22:18
2846,1999:2:23:0
2847,1999:2:23:6
2848,1999:2:23:12
2849,1999:2:23:18
2850,1999:2:24:0
2851,1999:2:24:6
2852,1999:2:24:12
2853,1999:2:24:18
2854,1999:2:25:0
2855,1999:2:25:6
2856,1999:2:27:0
2857,1999:2:27:6
2858,1999:2:27:12
2859,1999:2:27:18
2860,1999:2:28:0
2861,1999:2:28:6
2862,1999:2:28:12
2863,1999:3:2:18
2864,1999:3:3:0
2865,1999:3:3:6
2866,1999:3:8:12
2867,1999:3:12:12
2868,1999:3:12:18
2869,1999:3:13:0
2870,1999:3:13:6
2871,1999:3:13:12
2872,1999:3:13:18
2873,1999:3:14:0
2874,1999:3:18:6
2875,1999:3:18:12
2876,1999:3:18:18
2877,1999:3:19:0
2878,1999:3:24:0
2879,1999:3:24:6
2880,1999:3:24:12
2881,1999:3:24:18
2882,1999:3:25:0
2883,1999:3:25:6
2884,1999:3:25:18
2885,1999:3:29:0
2886,1999:3:31:12
2887,1999:3:31:18
2888,1999:9:5:0
2889,1999:9:5:6
2890,1999:9:5:12
2891,1999:9:5:18
2892,1999:9:24:0
2893,1999:9:24:6
2894,1999:9:24:12
2895,1999:9:24:18
2896,1999:9:25:0
2897,1999:9:25:6
2898,1999:9:25:12
2899,1999:9:25:18
2900,1999:9:26:6
2901,1999:9:26:12
2902,1999:9:27:6
2903,1999:9:29:0
2904,1999:9:29:6
2905,1999:9:29:12
2906,1999:10:5:18
2907,1999:10:6:0
2908,1999:10:7:6
2909,1999:10:7:12
2910,1999:10:7:18
2911,1999:10:8:0
2912,1999:10:8:6
2913,1999:10:8:12
2914,1999:10:8:18
2915,1999:10:12:0
2916,1999:10:12:6
2917,1999:10:12:12
2918,1999:10:12:18
2919,1999:10:13:0
2920,1999:10:13:6
2921,1999:10:13:12
2922,1999:10:13:18
2923,1999:10:17:12
2924,1999:10:23:18
2925,1999:10:24:0
2926,1999:10:26:12
2927,1999:10:28:0
2928,1999:10:28:6
2929,1999:10:28:12
2930,1999:10:29:18
2931,1999:10:30:0
2932,1999:10:30:6
2933,1999:10:30:12
2934,1999:10:30:18
2935,1999:10:31:0
2936,1999:11:3:18
2937,1999:11:4:0
2938,1999:11:4:6
2939,1999:11:4:12
2940,1999:11:5:12
2941,1999:11:6:12
2942,1999:11:7:18
2943,1999:11:8:0
2944,1999:11:8:6
2945,1999:11:10:18
2946,1999:11:11:0
2947,1999:11:11:6
2948,1999:11:11:12
2949,1999:11:11:18
2950,1999:11:12:0
2951,1999:11:12:6
2952,1999:11:14:12
2953,1999:11:14:18
2954,1999:11:15:0
2955,1999:11:15:6
2956,1999:11:15:12
2957,1999:11:15:18
2958,1999:11:16:0
2959,1999:11:16:6
2960,1999:11:16:12
2961,1999:11:18:18
2962,1999:11:19:0
2963,1999:11:19:6
2964,1999:11:19:12
2965,1999:11:19:18
2966,1999:11:20:0
2967,1999:11:24:12
2968,1999:11:24:18
2969,1999:11:25:0
2970,1999:11:25:6
2971,1999:11:25:12
2972,1999:11:25:18
2973,1999:11:26:0
2974,1999:11:26:6
2975,1999:11:27:18
2976,1999:11:28:6
2977,1999:11:28:12
2978,1999:11:29:6
2979,1999:11:29:12
2980,1999:11:29:18
2981,1999:11:30:0
2982,1999:11:30:6
2983,1999:11:30:12
2984,1999:11:30:18
2985,1999:12:1:0
2986,1999:12:1:18
2987,1999:12:2:0
2988,1999:12:2:6
2989,1999:12:2:12
2990,1999:12:6:0
2991,1999:12:6:6
2992,1999:12:6:12
2993,1999:12:8:18
2994,1999:12:9:0
2995,1999:12:9:6
2996,1999:12:10:18
2997,1999:12:11:0
2998,1999:12:11:6
2999,1999:12:11:12
3000,1999:12:11:18
3001,1999:12:12:0
3002,1999:12:12:6
3003,1999:12:12:12
3004,1999:12:12:18
3005,1999:12:14:0
3006,1999:12:14:6
3007,1999:12:14:12
3008,1999:12:15:6
3009,1999:12:16:6
3010,1999:12:16:18
3011,1999:12:17:12
3012,1999:12:17:18
3013,1999:12:19:18
3014,2000:1:2:18
3015,2000:1:3:0
3016,2000:1:3:6
3017,2000:1:3:18
3018,2000:1:4:0
3019,2000:1:4:6
3020,2000:1:4:12
3021,2000:1:6:18
3022,2000:1:8:6
3023,2000:1:9:6
3024,2000:1:9:12
3025,2000:1:9:18
3026,2000:1:10:6
3027,2000:1:10:12
3028,2000:1:10:18
3029,2000:1:11:0
3030,2000:1:11:6
3031,2000:1:11:12
3032,2000:1:11:18
3033,2000:1:12:0
3034,2000:1:13:0
3035,2000:1:13:6
3036,2000:1:13:12
3037,2000:1:13:18
3038,2000:1:14:0
3039,2000:1:14:6
3040,2000:1:14:12
3041,2000:1:15:6
3042,2000:1:15:12
3043,2000:1:15:18
3044,2000:1:19:6
3045,2000:1:19:18
3046,2000:1:20:0
3047,2000:1:23:6
3048,2000:1:23:12
3049,2000:1:23:18
3050,2000:1:24:6
3051,2000:1:24:12
3052,2000:1:24:18
3053,2000:1:25:18
3054,2000:1:30:6
3055,2000:1:30:12
3056,2000:1:30:18
3057,2000:1:31:0
3058,2000:1:31:0
3059,2000:1:31:6
3060,2000:1:31:12
3061,2000:1:31:18
3062,2000:2:1:0
3063,2000:2:1:6
3064,2000:2:1:12
3065,2000:2:1:18
3066,2000:2:2:0
3067,2000:2:3:12
3068,2000:2:3:18
3069,2000:2:4:0
3070,2000:2:4:12
3071,2000:2:4:18
3072,2000:2:5:6
3073,2000:2:5:12
3074,2000:2:5:18
3075,2000:2:6:0
3076,2000:2:6:6
3077,2000:2:6:12
3078,2000:2:6:18
3079,2000:2:7:12
3080,2000:2:7:18
3081,2000:2:8:6
3082,2000:2:8:12
3083,2000:2:11:18
3084,2000:2:12:0
3085,2000:2:12:6
3086,2000:2:12:12
3087,2000:2:13:0
3088,2000:2:13:6
3089,2000:2:13:12
3090,2000:2:13:18
3091,2000:2:14:0
3092,2000:2:14:6
3093,2000:2:14:12
3094,2000:2:14:18
3095,2000:2:20:6
3096,2000:2:20:12
3097,2000:2:20:18
3098,2000:2:21:0
3099,2000:2:22:6
3100,2000:2:22:12
3101,2000:2:22:18
3102,2000:2:26:6
3103,2000:2:26:12
3104,2000:2:26:18
3105,2000:2:27:0
3106,2000:2:27:6
3107,2000:3:1:18
3108,2000:3:2:0
3109,2000:3:2:6
3110,2000:3:3:12
3111,2000:3:3:18
3112,2000:3:4:0
3113,2000:3:4:6
3114,2000:3:4:12
3115,2000:3:7:18
3116,2000:3:10:18
3117,2000:3:11:0
3118,2000:3:16:6
3119,2000:3:16:12
3120,2000:3:17:18
3121,2000:3:18:12
3122,2000:3:18:18
3123,2000:3:19:0
3124,2000:3:21:6
3125,2000:9:6:6
3126,2000:9:9:12
3127,2000:9:10:0
3128,2000:9:10:6
3129,2000:9:12:18
3130,2000:9:13:0
3131,2000:9:13:6
3132,2000:9:13:12
3133,2000:9:13:18
3134,2000:9:14:0
3135,2000:9:14:6
3136,2000:9:14:12
3137,2000:9:15:0
3138,2000:9:19:12
3139,2000:9:19:18
3140,2000:9:20:0
3141,2000:9:20:6
3142,2000:9:20:12
3143,2000:9:20:18
3144,2000:9:21:0
3145,2000:9:21:6
3146,2000:9:21:12
3147,2000:9:29:0
3148,2000:9:29:6
3149,2000:9:29:12
3150,2000:9:29:18
3151,2000:9:30:0
3152,2000:9:30:6
3153,2000:9:30:12
3154,2000:9:30:18
3155,2000:10:1:0
3156,2000:10:8:6
3157,2000:10:9:12
3158,2000:10:10:12
3159,2000:10:16:18
3160,2000:10:17:0
3161,2000:10:17:6
3162,2000:10:17:12
3163,2000:10:17:18
3164,2000:10:18:0
3165,2000:10:18:6
3166,2000:10:19:18
3167,2000:10:20:0
3168,2000:10:20:12
3169,2000:10:20:18
3170,2000:10:21:0
3171,2000:10:25:12
3172,2000:10:28:0
3173,2000:10:28:6
3174,2000:10:28:12
3175,2000:10:28:18
3176,2000:10:29:0
3177,2000:10:29:0
3178,2000:11:2:6
3179,2000:11:3:6
3180,2000:11:4:6
3181,2000:11:4:12
3182,2000:11:5:6
3183,2000:11:5:12
3184,2000:11:5:18
3185,2000:11:6:0
3186,2000:11:6:6
3187,2000:11:6:12
3188,2000:11:6:18
3189,2000:11:7:0
3190,2000:11:7:6
3191,2000:11:7:12
3192,2000:11:7:18
3193,2000:11:8:0
3194,2000:11:23:6
3195,2000:11:23:12
3196,2000:11:25:0
3197,2000:11:25:6
3198,2000:11:25:12
3199,2000:11:25:18
3200,2000:11:26:18
3201,2000:11:27:0
3202,2000:11:27:6
3203,2000:11:27:12
3204,2000:11:29:0
3205,2000:11:29:6
3206,2000:11:29:12
3207,2000:12:1:12
3208,2000:12:1:18
3209,2000:12:2:0
3210,2000:12:15:18
3211,2000:12:16:0
3212,2000:12:16:6
3213,2000:12:16:12
3214,2000:12:16:18
3215,2000:12:17:0
3216,2000:12:19:6
3217,2000:12:20:12
3218,2000:12:21:12
3219,2000:12:21:18
3220,2000:12:22:0
3221,2000:12:23:12
3222,2000:12:25:18
3223,2000:12:26:0
3224,2000:12:26:6
3225,2000:12:26:12
3226,2000:12:30:0
3227,2001:1:4:18
3228,2001:1:5:0
3229,2001:1:5:6
3230,2001:1:5:12
3231,2001:1:7:18
3232,2001:1:8:0
3233,2001:1:8:6
3234,2001:1:8:12
3235,2001:1:9:12
3236,2001:1:9:18
3237,2001:1:10:0
3238,2001:1:10:18
3239,2001:1:11:0
3240,2001:1:18:0
3241,2001:1:18:18
3242,2001:1:20:18
3243,2001:1:21:0
3244,2001:1:21:6
3245,2001:1:21:12
3246,2001:1:23:6
3247,2001:1:23:12
3248,2001:1:23:18
3249,2001:1:24:0
3250,2001:1:25:12
3251,2001:1:26:0
3252,2001:1:26:6
3253,2001:1:29:0
3254,2001:2:2:0
3255,2001:2:2:6
3256,2001:2:2:12
3257,2001:2:2:18
3258,2001:2:3:0
3259,2001:2:3:6
3260,2001:2:3:12
3261,2001:2:3:18
3262,2001:2:4:0
3263,2001:2:4:6
3264,2001:2:4:12
3265,2001:2:16:18
3266,2001:2:17:0
3267,2001:2:17:6
3268,2001:2:17:12
3269,2001:2:17:18
3270,2001:2:18:0
3271,2001:2:18:6
3272,2001:2:19:6
3273,2001:2:24:12
3274,2001:2:24:18
3275,2001:2:25:0
3276,2001:3:1:18
3277,2001:3:2:0
3278,2001:3:4:6
3279,2001:3:4:12
3280,2001:3:4:18
3281,2001:3:5:0
3282,2001:3:5:18
3283,2001:3:6:6
3284,2001:3:6:12
3285,2001:3:17:0
3286,2001:3:17:6
3287,2001:3:17:12
3288,2001:3:17:18
3289,2001:3:18:0
3290,2001:3:18:6
3291,2001:3:18:12
3292,2001:3:18:18
3293,2001:3:19:0
3294,2001:3:19:6
3295,2001:3:24:12
3296,2001:3:24:18
3297,2001:3:25:0
3298,2001:3:25:6
3299,2001:3:25:12
3300,2001:3:25:18
3301,2001:3:27:12
3302,2001:3:27:18
3303,2001:3:28:0
3304,2001:3:28:6
3305,2001:3:28:12
3306,2001:3:28:18
3307,2001:3:29:0
3308,2001:3:29:6
3309,2001:3:29:12
3310,2001:3:29:18
3311,2001:3:30:0
3312,2001:3:30:6
3313,2001:3:30:12
3314,2001:3:31:12
3315,2001:9:1:18
3316,2001:9:2:0
3317,2001:9:3:0
3318,2001:9:3:6
3319,2001:9:3:12
3320,2001:9:3:18
3321,2001:9:4:0
3322,2001:9:6:18
3323,2001:9:7:0
3324,2001:9:13:6
3325,2001:9:13:12
3326,2001:9:13:18
3327,2001:9:14:0
3328,2001:9:14:6
3329,2001:9:21:18
3330,2001:9:22:18
3331,2001:9:24:18
3332,2001:9:25:6
3333,2001:9:25:12
3334,2001:9:26:6
3335,2001:9:26:12
3336,2001:9:28:12
3337,2001:9:29:6
3338,2001:9:29:12
3339,2001:10:1:0
3340,2001:10:1:6
3341,2001:10:7:12
3342,2001:10:10:12
3343,2001:10:10:18
3344,2001:10:11:0
3345,2001:10:11:6
3346,2001:10:11:18
3347,2001:10:12:0
3348,2001:10:12:12
3349,2001:10:12:18
3350,2001:10:13:0
3351,2001:10:13:6
3352,2001:10:13:12
3353,2001:10:13:18
3354,2001:10:14:0
3355,2001:10:14:6
3356,2001:10:14:12
3357,2001:10:16:6
3358,2001:10:16:12
3359,2001:10:18:6
3360,2001:10:18:12
3361,2001:10:18:18
3362,2001:10:19:0
3363,2001:10:19:6
3364,2001:10:21:12
3365,2001:10:21:18
3366,2001:10:22:0
3367,2001:10:22:6
3368,2001:10:22:12
3369,2001:10:22:18
3370,2001:10:23:0
3371,2001:10:23:6
3372,2001:10:23:6
3373,2001:10:24:12
3374,2001:10:25:0
3375,2001:10:25:6
3376,2001:10:25:12
3377,2001:10:26:0
3378,2001:10:26:6
3379,2001:10:26:12
3380,2001:10:26:18
3381,2001:10:27:0
3382,2001:10:27:6
3383,2001:10:29:12
3384,2001:10:29:18
3385,2001:10:30:0
3386,2001:10:30:6
3387,2001:10:30:12
3388,2001:10:30:18
3389,2001:10:31:0
3390,2001:10:31:6
3391,2001:10:31:6
3392,2001:11:1:0
3393,2001:11:1:6
3394,2001:11:1:12
3395,2001:11:3:12
3396,2001:11:3:18
3397,2001:11:4:0
3398,2001:11:4:6
3399,2001:11:4:12
3400,2001:11:9:6
3401,2001:11:11:0
3402,2001:11:11:6
3403,2001:11:12:18
3404,2001:11:15:6
3405,2001:11:15:12
3406,2001:11:15:18
3407,2001:11:16:0
3408,2001:11:16:6
3409,2001:11:16:12
3410,2001:11:19:12
3411,2001:11:19:18
3412,2001:11:20:0
3413,2001:11:20:6
3414,2001:11:20:12
3415,2001:11:20:18
3416,2001:11:21:0
3417,2001:11:21:6
3418,2001:11:21:12
3419,2001:11:21:18
3420,2001:11:22:0
3421,2001:11:22:6
3422,2001:11:22:12
3423,2001:11:22:18
3424,2001:11:23:18
3425,2001:11:24:0
3426,2001:11:24:6
3427,2001:11:24:12
3428,2001:11:24:18
3429,2001:11:25:0
3430,2001:11:28:0
3431,2001:11:28:6
3432,2001:11:28:12
3433,2001:11:28:18
3434,2001:11:29:0
3435,2001:11:29:6
3436,2001:11:29:6
3437,2001:11:29:18
3438,2001:11:30:12
3439,2001:11:30:18
3440,2001:12:1:0
3441,2001:12:1:18
3442,2001:12:2:0
3443,2001:12:2:6
3444,2001:12:2:12
3445,2001:12:2:18
3446,2001:12:5:6
3447,2001:12:5:18
3448,2001:12:6:0
3449,2001:12:6:6
3450,2001:12:6:12
3451,2001:12:6:18
3452,2001:12:8:0
3453,2001:12:8:6
3454,2001:12:8:12
3455,2001:12:13:18
3456,2001:12:14:0
3457,2001:12:14:6
3458,2001:12:15:12
3459,2001:12:15:18
3460,2001:12:16:0
3461,2001:12:16:12
3462,2001:12:16:18
3463,2001:12:17:0
3464,2001:12:17:6
3465,2001:12:18:12
3466,2001:12:18:18
3467,2001:12:19:0
3468,2001:12:19:18
3469,2001:12:20:0
3470,2001:12:22:12
3471,2001:12:23:0
3472,2001:12:23:6
3473,2001:12:23:12
3474,2001:12:25:0
3475,2001:12:26:18
3476,2001:12:27:0
3477,2001:12:27:6
3478,2001:12:27:12
3479,2001:12:27:18
3480,2001:12:28:12
3481,2001:12:28:18
3482,2001:12:29:0
3483,2001:12:29:6
3484,2001:12:29:12
3485,2001:12:29:18
3486,2001:12:30:18
3487,2001:12:31:6
3488,2002:1:1:6
3489,2002:1:1:12
3490,2002:1:1:18
3491,2002:1:2:0
3492,2002:1:2:6
3493,2002:1:2:12
3494,2002:1:2:18
3495,2002:1:3:0
3496,2002:1:6:12
3497,2002:1:6:18
3498,2002:1:7:0
3499,2002:1:7:6
3500,2002:1:7:12
3501,2002:1:7:18
3502,2002:1:10:18
3503,2002:1:11:0
3504,2002:1:11:6
3505,2002:1:11:12
3506,2002:1:12:6
3507,2002:1:20:12
3508,2002:1:20:18
3509,2002:1:21:0
3510,2002:1:23:18
3511,2002:1:24:0
3512,2002:1:24:6
3513,2002:1:24:18
3514,2002:1:25:0
3515,2002:1:25:6
3516,2002:1:25:12
3517,2002:1:25:18
3518,2002:2:3:0
3519,2002:2:5:12
3520,2002:2:6:12
3521,2002:2:6:18
3522,2002:2:7:0
3523,2002:2:7:6
3524,2002:2:7:12
3525,2002:2:7:18
3526,2002:2:8:0
3527,2002:2:19:0
3528,2002:2:19:6
3529,2002:2:19:12
3530,2002:2:19:18
3531,2002:2:20:0
3532,2002:2:20:6
3533,2002:2:20:12
3534,2002:2:21:6
3535,2002:2:21:12
3536,2002:2:21:18
3537,2002:2:22:0
3538,2002:2:22:6
3539,2002:2:22:12
3540,2002:2:22:18
3541,2002:3:6:12
3542,2002:3:9:18
3543,2002:3:10:0
3544,2002:3:10:12
3545,2002:3:10:18
3546,2002:3:11:0
3547,2002:3:11:6
3548,2002:3:11:12
3549,2002:3:11:18
3550,2002:3:12:0
3551,2002:3:12:6
3552,2002:3:18:18
3553,2002:3:28:0
3554,2002:3:28:6
3555,2002:3:28:12
3556,2002:3:28:18
3557,2002:3:30:0
3558,2002:3:30:6
3559,2002:3:31:18
3560,2002:9:1:18
3561,2002:9:2:6
3562,2002:9:2:12
3563,2002:9:2:18
3564,2002:9:6:12
3565,2002:9:6:18
3566,2002:9:8:18
3567,2002:9:16:12
3568,2002:9:16:18
3569,2002:9:17:0
3570,2002:9:17:6
3571,2002:9:17:12
3572,2002:9:17:18
3573,2002:9:18:6
3574,2002:9:18:12
3575,2002:9:18:18
3576,2002:9:19:0
3577,2002:9:26:18
3578,2002:9:27:0
3579,2002:9:27:6
